content,tags,posted_time,replies,retweets,likes,views
"夏コミ・ホロライブブースでは毎時０分を過ぎますと、時報動画が流れます！ 
今日の13時の時報動画の担当は、百鬼あやめさん(
@nakiriayame
 )　です！ 

#百鬼あやめ　#ホロライブ　#ホロライブサマー　#C96",#百鬼あやめ #ホロライブ #ホロライブサマー #C96,2019-08-12T03:55:01+00:00,0,55,312,-1
"夏コミ・ホロライブブース　
書籍＋タオルセット　
完売しました。

現在ホロライブブースは、タペストリーセットA　ときのそら　のみの販売です。

#C96　#ホロライブ　#ホロライブサマー",#C96 #ホロライブ #ホロライブサマー,2019-08-12T03:46:06+00:00,0,65,263,-1
"夏コミ・ホロライブブース　

タペストリーセットC　大神ミオ　
完売しました。

#C96　#ホロライブ　#ホロライブサマー",#C96 #ホロライブ #ホロライブサマー,2019-08-12T03:08:40+00:00,2,44,247,-1
"夏コミ・ホロライブブースでは毎時０分を過ぎますと、時報動画が流れます！ 
今日の12時の時報動画の担当は、湊あくあさん(
@minatoaqua
 )　です！ 

#湊あくあ　#ホロライブ　#ホロライブサマー　#C96",#湊あくあ #ホロライブ #ホロライブサマー #C96,2019-08-12T02:55:04+00:00,0,43,234,-1
"夏コミ・ホロライブブース　

タペストリーセットB　湊あくあ　
完売しました。

#C96　#ホロライブ　#ホロライブサマー",#C96 #ホロライブ #ホロライブサマー,2019-08-12T02:49:25+00:00,4,68,302,-1
"夏コミ・ホロライブブースでは毎時０分を過ぎますと、時報動画が流れます！ 
今日の11時の時報動画の担当は、夜空メルさん( 
@yozoramel
 )　です！ 

#夜空メル　#ホロライブ　#ホロライブサマー　#C96",#夜空メル #ホロライブ #ホロライブサマー #C96,2019-08-12T01:55:03+00:00,0,28,208,-1
"現在、ホロライブブースのある青海展示棟は入場フリーとなっております。空調も比較的効いておりますので、お気軽にお越しくださいませ。また、コミケ限定PVが観れるのも本日は最終日となります。この機会をお見逃しなく！

#C96 #ホロライブサマー #ホロライブ",#C96 #ホロライブサマー #ホロライブ,2019-08-12T01:48:18+00:00,0,80,303,-1
"夏コミ・ホロライブブースでは毎時０分を過ぎますと、時報動画が流れます！ 
今日の10時の時報動画の担当は、大空スバルさん(
@oozorasubaru
 )　です！ 

#大空スバル　#ホロライブ　#ホロライブサマー　#C96",#大空スバル #ホロライブ #ホロライブサマー #C96,2019-08-12T00:55:08+00:00,0,45,258,-1
最終日　疲れが溜まっているところですので、みなさん、定期的な水分補給と無理をしない行動で乗り切りましょう！,,2019-08-11T23:30:35+00:00,8,81,514,-1
"夏コミ最終日です。ホロライブブースでは以下の商品を販売します。いずれも在庫僅少ですのでご注意ください。

タペストリーセット（トータル３限）
　A　ときのそら
　B　湊あくあ
　C　大神ミオ
書籍＋タオルセット（３限）

最終日",  ,2019-08-11T23:29:24+00:00,3,139,509,-1
"21:00〜戌神ころねyou
22:00〜ロボ子さんyou
22:00〜大空スバルyou
23:00〜大神ミオyou
23:00〜百鬼あやめyou
25:00〜さくらみこyou
～（8/13）～
8:00〜紫咲シオンyou

#ホロジュール",#ホロジュール,2019-08-11T23:01:12+00:00,4,166,413,-1
"8月12日月曜日
おはようございます！

今日の天気と占いをお届けする #おはようホロライブ 、今週のプレゼンターは、いま24時間配信真っ只中の #夏色まつり 

#C96 コミケ最終日！ 令和初の、4日間開催のコミケ、みなさんいかがでしたか？？

それでは今日もホロライブをよろしくお願いします！",#おはようホロライブ #夏色まつり #C96,2019-08-11T22:16:46+00:00,33,670,1640,-1
"水着が可愛い！大勝利ですね
このままみんなで楽しく遊ぶはずが、なぜあんなことに……

【アニメ】サメハダーVSホロライブ　お楽しみください！

感想は #ホロぐら でお待ちしております！

本編はコチラ
https://youtu.be/ycxDOZOgnTY",#ホロぐら,2019-08-11T11:00:47+00:00,28,1249,3376,-1
"夏コミ３日目終了しました。暑い中にお越しいただきましてありがとうございました。
明日販売の商品は以下です。

タペストリーセット
　A　ときのそら
　B　湊あくあ
　C　大神ミオ

書籍＋タオルセット

いずれも在庫僅少です。ご了承ください。",  ,2019-08-11T07:23:00+00:00,19,186,696,-1
"そして、商品紹介動画の担当は大神ミオさん(
@ookamimio
 )、会場注意動画の担当は赤井はあとさん(
@akaihaato
 )でした！

明日のホロライブブースでの時報動画のセットリストにつきましては本日と全て一緒のものとなります。
明日も告知を行いますのでご参考ください。

#ホロライブサマー  #C96",#ホロライブサマー #C96,2019-08-11T07:00:03+00:00,1,82,330,-1
"夏コミ・ホロライブブースでは毎時0分を過ぎますと、時報動画が流れます！
今日の15時の時報動画の担当は、紫咲シオンさん15時40分からは猫又おかゆさん＆戌神ころねさんです！

#紫咲シオン　#猫又おかゆ　#戌神ころね　#ホロライブ　#ホロライブサマー　#C96",#紫咲シオン #猫又おかゆ #戌神ころね #ホロライブ #ホロライブサマー #C96,2019-08-11T05:55:02+00:00,0,49,252,-1
"夏コミ・ホロライブブースでは毎時０分を過ぎますと、時報動画が流れます！ 
今日の14時の時報動画の担当は、さくらみこさん(
@sakuramiko35
 )　です！

#さくらみこ　#ホロライブ　#ホロライブサマー　#C96",#さくらみこ #ホロライブ #ホロライブサマー #C96,2019-08-11T04:55:02+00:00,0,49,261,-1
ホロライブブース　コミケ３日目販売分全て完売いたしました。明日は、タペストリーセットとタオル＋書籍セットの一部の在庫の販売を行う予定です。大変申し訳ございませんが、在庫はわずかとなっておりますのでご了承ください。　#ホロライブサマー　#ホロライブ　#C96,#ホロライブサマー #ホロライブ #C96,2019-08-11T04:29:35+00:00,0,147,432,-1
"夏コミ・ホロライブブース　「タペストリーセットC　大神ミオ」本日分完売いたしました。

ホロライブブース　本日販売分全て完売いたしました。

#ホロライブサマー　#ホロライブ　#C96",#ホロライブサマー #ホロライブ #C96,2019-08-11T04:26:34+00:00,12,111,358,-1
"夏コミ・ホロライブブース　「タペストリーセットB　湊あくあ」本日分完売いたしました。

#ホロライブサマー　#ホロライブ　#C96",#ホロライブサマー #ホロライブ #C96,2019-08-11T04:24:36+00:00,0,59,235,-1
"夏コミ・ホロライブブース　「タペストリーセットA　ときのそら」本日分完売いたしました。

#ホロライブサマー　#ホロライブ　#C96",#ホロライブサマー #ホロライブ #C96,2019-08-11T04:01:12+00:00,1,63,265,-1
"夏コミ・ホロライブブースでは毎時０分を過ぎますと、時報動画が流れます！ 
今日の13時の時報動画の担当は、百鬼あやめさん(
@nakiriayame
 )　です！

#百鬼あやめ　#ホロライブ　#ホロライブサマー　#C96",#百鬼あやめ #ホロライブ #ホロライブサマー #C96,2019-08-11T03:55:03+00:00,0,53,280,-1
現在、ホロライブブースで販売中の商品は。「タペストリーセット」のみとなります。,,2019-08-11T03:04:51+00:00,3,104,425,-1
夏コミ・ホロライブブース　「ホロライブサマー　フルセット」イベント持ち込み分が完売いたしました。フルセットの明日の販売はございません。ご了承ください。#ホロライブサマー　#ホロライブ　#C96,#ホロライブサマー #ホロライブ #C96,2019-08-11T03:04:02+00:00,31,244,515,-1
"夏コミ・ホロライブブースでは毎時０分を過ぎますと、時報動画が流れます！ 
今日の12時の時報動画の担当は、湊あくあさん(
@minatoaqua
 )　です！

#湊あくあ　#ホロライブ　#ホロライブサマー　#C96",#湊あくあ #ホロライブ #ホロライブサマー #C96,2019-08-11T02:55:03+00:00,0,58,258,-1
"ホロライブブースのある青海会場の入場の規制が解除されました。ホロライブブースも16時まで運用しておりますので、お時間のある方は、お気軽にお越しくださいませ。
#ホロライブ #ホロライブサマー #C96",#ホロライブ #ホロライブサマー #C96,2019-08-11T02:22:02+00:00,0,53,232,-1
夏コミ・ホロライブブースで販売中のグッズのうち、書籍＋ビッグタオルセットが本日分完売いたしました。#ホロライブ #ホロライブサマー　#c96,#ホロライブ #ホロライブサマー #c96,2019-08-11T02:02:48+00:00,1,105,324,-1
"夏コミ・ホロライブブースでは毎時０分を過ぎますと、時報動画が流れます！ 
今日の11時の時報動画の担当は、夜空メルさん(
@yozoramel
 )　です！

#夜空メル　#ホロライブ　#ホロライブサマー　#C96",#夜空メル #ホロライブ #ホロライブサマー #C96,2019-08-11T01:55:02+00:00,0,47,221,-1
"夏コミ・ホロライブブースでは毎時０分を過ぎますと、時報動画が流れます！

今日の10時の時報動画の担当は、大空スバルさん(
@oozorasubaru
 )　です！

#大空スバル　#ホロライブ　#ホロライブサマー　#C96",#大空スバル #ホロライブ #ホロライブサマー #C96,2019-08-11T00:55:01+00:00,0,55,233,-1
"8月11日日曜日
おはようございます！ 今日の天気と占いをお伝えする #おはようホロライブ です。

#C96 3日目・後半戦です！引き続き熱さ対策して #ホロライブサマー をお楽しみください！そのあとは、

宝鐘マリン　21時から初配信

です！放送前に謝罪して準備万全です！",#おはようホロライブ #C96 #ホロライブサマー,2019-08-10T23:36:48+00:00,31,585,1392,-1
"21:00〜宝鐘マリン(初配信) you
22:00〜ロボ子さん(コラボ：友人A)you
22:00〜湊あくあyou
22:00〜戌神ころねyou
23:00〜大神ミオyou
24:00〜猫又おかゆyou
25:00〜癒月ちょこyou

#ホロジュール",#ホロジュール,2019-08-10T23:01:02+00:00,3,183,466,-1
" 〜本日（8/11）の配信予定〜

9:00〜戌神ころねyou
12:00〜湊あくあyou
12:00〜大空スバルyou
14:00〜ロボ子さんyou
14:00〜さくらみこyou
15:00〜紫咲シオンyou
19:00～赤井はあとyou
19:00～潤羽るしあyou
20:00〜兎田ぺこら",,2019-08-10T23:00:01+00:00,14,211,519,-1
"水着の美少女は台風10号に効く。見て、吹き飛ばしましょうꉂꉂ

3D水着アニメーション「ホロのぐらふぃてぃ」第14話は明日8/11の夜公開です！

白上フブキさんが逮捕される前回はコチラ
https://youtu.be/f2lO84PQueg

#ホロライブ　#ホロぐら",#ホロライブ #ホロぐら,2019-08-10T12:02:30+00:00,29,857,2318,-1
"从海外购买就在这里
https://geekjack.net/murasaki_shion/language/zh-TW…",,2019-08-10T10:30:14+00:00,2,36,197,-1
"Purchase from overseas is here
https://geekjack.net/murasaki_shion/language/en…",,2019-08-10T10:11:56+00:00,0,29,150,-1
"あなたに魔法をかけてあげる！
紫咲シオン「魔法のボイスセット」販売開始！

https://hololive.booth.pm/items/1496946

全部セットご購入で特別メッセージが！
さらに全部セットを8/24 19:00までにご購入いただくと「紫咲シオン直筆サイン入りポストカード」がもらえます！
#紫咲シオン",#紫咲シオン,2019-08-10T10:05:58+00:00,3,170,514,-1
コミケ二日目、本日もお暑い中にお越しいただき誠にありがとうございました。バラ売り缶バッジはイベント持ち込み分完売です。その他商品は在庫がございますが、一部の商品はかなり在庫が少ない状況です。明日もよろしくお願いします。#ホロライブ　#ホロライブサマー　#C96,#ホロライブ #ホロライブサマー #C96,2019-08-10T08:40:22+00:00,4,153,537,-1
"夏コミ・ホロライブブースでは毎時0分を過ぎますと、時報動画が流れます！
今日の15時の時報動画の担当は、癒月ちょこさん15時40分からは猫又おかゆさん＆戌神ころねさんです！

#癒月ちょこ　#猫又おかゆ　#戌神ころね　#ホロライブ　#ホロライブサマー　#C96",#癒月ちょこ #猫又おかゆ #戌神ころね #ホロライブ #ホロライブサマー #C96,2019-08-10T05:55:11+00:00,0,54,242,-1
"夏コミ・ホロライブブースで　缶バッジ（バラ売り）が完売いたしました。

缶バッジは今回持ち込み分が全て完売です。３、４日目の販売はございませんので、ご了承ください。

#ホロライブ　#ホロライブサマー　#C96",#ホロライブ #ホロライブサマー #C96,2019-08-10T05:33:47+00:00,39,303,759,-1
"夏コミ・ホロライブブースでは毎時0分を過ぎますと、時報動画が流れます！ 
今日の14時の時報動画の担当は、アキ・ローゼンタールさん(
@akirosenthal
 )です！

#アキ・ローゼンタール　#ホロライブ　#ホロライブサマー　#C96",#アキ・ローゼンタール #ホロライブ #ホロライブサマー #C96,2019-08-10T04:55:11+00:00,0,44,234,-1
"※コミケ会場で流すと骨も残らない気がしましたのでweb限定公開です！
終始、笑いの絶えない収録でした。また日本に帰国されたら...撮りたいですね！（必死のフォロー）

それでは引き続き、 #C96 #ホロライブサマー 、お楽しみください！",#C96 #ホロライブサマー,2019-08-10T03:51:50+00:00,12,154,774,-1
"C96 2日目の入場がフリーになったそうです。
ホロライブブースは16時まで展開しておりますので、お近くの方はぜひどうぞ！
ホロライブは青海～ホロライブは青海～ホロライブは青海～
ホロライブブースのある青海展示棟は東京テレポート駅からすぐ！

#ホロライブサマー #ホロライブ #C96",#ホロライブサマー #ホロライブ #C96,2019-08-10T03:42:40+00:00,0,98,347,-1
"赤井はあと「これは使わないでくださいね！」

打首覚悟でNGまとめました！！！！！！！！！

#はあとch　#赤井はあと生誕祭",#はあとch #赤井はあと生誕祭,2019-08-10T03:31:17+00:00,140,1944,5436,-1
"夏コミ・ホロライブブースでは毎時0分を過ぎますと、時報動画が流れます！ 
今日の12時の時報動画の担当は、ときのそらさん(
@tokino_sora
 )　です！

#ときのそら　#ホロライブ　#ホロライブサマー　#C96",#ときのそら #ホロライブ #ホロライブサマー #C96,2019-08-10T02:55:09+00:00,0,70,295,-1
"ホロライブ２日目　書籍とビッグタオルのセットが本日分完売いたしました。

その他の商品はまだ在庫がありますが、缶バッジのバラ売りが在庫僅かです　#ホロライブ #ホロライブサマー　#C96",#ホロライブ #ホロライブサマー #C96,2019-08-10T02:20:22+00:00,15,202,543,-1
"夏コミ・ホロライブブースでは毎時０分を過ぎますと、時報動画が流れます！ 
今日の11時の時報動画の担当は、白上フブキさん(
@shirakamifubuki
 )　です！

#白上フブキ　#ホロライブ　#ホロライブサマー　#C96",#白上フブキ #ホロライブ #ホロライブサマー #C96,2019-08-10T01:55:00+00:00,0,76,318,-1
"夏コミ・ホロライブブースでは毎時０分を過ぎますと、時報動画が流れます！

今日の10時の時報動画の担当は、夏色まつりさん(
@natsuiromatsuri
 )　です！

#夏色まつり　#ホロライブ　#ホロライブサマー　#C96",#夏色まつり #ホロライブ #ホロライブサマー #C96,2019-08-10T00:55:02+00:00,0,78,326,-1
"夏コミ２日目、よろしくお願いいたします。　ホロライブブースは全商品在庫ありでスタートです。缶バッジを除き限定３で販売開始いたします。缶バッジのみ限定１０となります。

#ホロライブサマー　#C96 　#ホロライブ",#ホロライブサマー #C96 #ホロライブ,2019-08-10T00:47:15+00:00,1,178,504,-1
"20:00〜紫咲シオンyou
21:00～赤井はあと(お誕生日放送)bilibili
21:00～兎田ぺこらyou
22:00～ #雪山ホロ人狼
23:00〜夏色まつりyou
24:00〜湊あくあyou
24:00〜大空スバルyou
25:00〜癒月ちょこyou
25:00〜アキロゼyou",#雪山ホロ人狼,2019-08-09T23:42:25+00:00,3,198,487,-1
" 〜本日（8/10）の配信予定〜

9:00〜戌神ころねyou
14:00〜さくらみこyou
14:00〜不知火フレアyou
14:00〜湊あくあyou
15:00〜紫咲シオンyou
16:00〜白銀ノエル you
17:00〜ロボ子さんyou
19:00～赤井はあと(お誕生日放送)you",,2019-08-09T23:42:11+00:00,9,219,548,-1
"8月10日土曜日
おはようございます！今日の天気と占いをお伝えする #おはようホロライブ ！

#C96 2日目！良い成果を得られるかどうかを「おはホロ」(今日は特別仕様)で占ってみませんか!?

ホロライブブースでお待ちしてます！

#ホロライブサマー　#大神ミオ　#はあとch　#例の約束はお昼頃に",#おはようホロライブ #C96 #ホロライブサマー #大神ミオ #はあとch #例の約束はお昼頃に,2019-08-09T21:06:31+00:00,62,915,1975,-1
"明日のホロライブコミケブースでの時報動画のセットリストにつきましては本日と全て一緒のものとなります。
また、明日も同じく事前に告知を行いますのでご参考ください。

#ホロライブサマー #ホロライブ #C96",#ホロライブサマー #ホロライブ #C96,2019-08-09T13:09:14+00:00,5,94,350,-1
"画像では、開場16時開始17時となっておりますが、公式ページの16時半開場/開始17時が正しい情報となります。
こちら訂正いたします。

#FAMS #SPWN #ファムズミ",#FAMS #SPWN #ファムズミ,2019-08-09T12:31:53+00:00,2,66,253,-1
"「FAMS」初のリアルイベントが9/15に東京・大阪・名古屋で開催決定し、イベント公式ページをオープンいたしました。https://spwn.jp/190915-fams

チケット販売期間など、詳細はチケット販売サイトからどうぞご覧ください。
http://dive.spwn.jp

https://prtimes.jp/main/html/rd/p/000000110.000030268.html…

#FAMS #SPWN #ファムズミ",#FAMS #SPWN #ファムズミ,2019-08-09T12:08:33+00:00,3,689,1452,-1
"本日、22時よりホロライブ所属百鬼あやめ(
@nakiriayame
 )さんの水着お披露目配信となります
応援のほどよろしくお願いいたします！

#百鬼あやめ 
#ホロライブ 
#ホロライブサマー",#百鬼あやめ #ホロライブ #ホロライブサマー,2019-08-09T10:10:27+00:00,0,295,850,-1
"夏コミ１日目終了いたしました。暑い中、ホロライブブースにお越しいただきましてありがとうございました！　明日も、夏コミ商品全て「在庫あり」でスタートいたします！　
#ホロライブサマー　#C96 #ホロライブ",#ホロライブサマー #C96 #ホロライブ,2019-08-09T09:33:33+00:00,42,323,1269,-1
"夏コミ・ホロライブブース本日これからの時報動画のスケジュールです。

１５時　癒月ちょこ
１５時４０分～　おかゆ＆ころね

#ホロライブサマー　#C96 #ホロライブ",#ホロライブサマー #C96 #ホロライブ,2019-08-09T05:54:17+00:00,2,94,344,-1
"夏コミ・ホロライブブースでは毎時０分を過ぎますと、時報動画を流します。

今日の１４時の時報動画の担当は、アキ・ローゼンタール　です！

#ホロライブサマー　#C96 #ホロライブ",#ホロライブサマー #C96 #ホロライブ,2019-08-09T04:53:50+00:00,0,99,442,-1
"C96ホロライブブースで販売中の商品のうち、書籍＋タオルセットが本日分完売しました。

#ホロライブサマー　#C96 #ホロライブ",#ホロライブサマー #C96 #ホロライブ,2019-08-09T03:39:51+00:00,2,205,562,-1
"夏コミ・ホロライブブースでは毎時０分を過ぎますと、時報動画を流します。

今日の１２時の時報動画の担当は、「ときのそら」です！

#ホロライブサマー　#C96 #ホロライブ",#ホロライブサマー #C96 #ホロライブ,2019-08-09T02:56:50+00:00,2,187,698,-1
もうすぐコミケが始まります！　コミケ・ホロライブブースは、本日の販売制限をお一人様２つまで（缶バッジは１０）までとさせていただきます。よろしくお願いいたします！,,2019-08-09T00:55:11+00:00,0,289,794,-1
"25:00〜癒月ちょこyou
25:30〜猫又おかゆyou",,2019-08-08T23:25:27+00:00,2,138,366,-1
"21:00〜星街すいせいyou
21:00〜紫咲シオンyou
22:00〜百鬼あやめ(水着お披露目3D配信 #ホロライブサマー)you
23:00〜ロボ子さんyou
23:00〜湊あくあyou
23:00〜夏色まつりyou
23:00〜戌神ころねyou
24:00～兎田ぺこらyou
24:00〜夜空メルyou",#ホロライブサマー,2019-08-08T23:25:18+00:00,1,171,416,-1
" 〜本日（8/9）の配信予定〜

15:00〜さくらみこyou
16:00〜不知火フレアyou
17:30〜白銀ノエル You
18:30～潤羽るしあyou
19:00〜ロボ子さんbilibili
20:00〜白上フブキ(放送主)、大空スバル、百鬼あやめ(#FAMS 3Dコラボ)you",#FAMS ,2019-08-08T23:24:52+00:00,15,210,512,-1
"ホロライブサマー本番！！
いよいよコミックマーケット96開幕&ホロライブブースも今日からスタート！

ホロライブブースを目指す方は、企業ブースの場所がよくわかると評判のこちらの動画をご覧ください
https://youtube.com/watch?v=lYDuTqyD2ps…

#C96 #ホロライブ #ホロライブサマー",#C96 #ホロライブ #ホロライブサマー,2019-08-08T22:38:14+00:00,3,405,1009,-1
"8月9日金曜日
おはようございます！ #おはようホロライブ です。

『コミックマーケット96』いよいよ開催ですね！！

会場にお越しいただける方、熱中症対策を万全に！
ブースでお待ちしております！追加情報はまた後ほど。

それでは今日も、そしてC96も、ホロライブをよろしくお願いします！",#おはようホロライブ,2019-08-08T21:36:33+00:00,49,776,1811,-1
"明日からコミックマーケット96がスタートします！

熱中症にはくれぐれもお気をつけての上でお楽しみ下さいませ。
皆様のご来場、心よりお待ちしております！
https://prtimes.jp/main/html/rd/p/000000100.000030268.html…

#ホロライブサマー #ホロライブ #C96",#ホロライブサマー #ホロライブ #C96,2019-08-08T13:48:23+00:00,13,412,1184,-1
"本日、21時よりホロライブ３期生の白銀ノエル( 
@shiroganenoel
 )さんの初配信となります
応援のほどよろしくお願いいたします
#ホロライブ３期生
#白銀ノエル 
#拡散希望

【待機所はこちら】
https://youtube.com/watch?v=wKfiJ-jAJUk…",#ホロライブ３期生 #白銀ノエル #拡散希望,2019-08-08T10:09:13+00:00,1,181,489,-1
"百鬼あやめ(
@nakiriayame
)さんの水着衣装公開配信のお知らせが公開されました
#百鬼あやめ  
#ホロライブサマー  

ホロライブ所属VTuber「百鬼あやめ」水着衣装公開配信のお知らせ",#百鬼あやめ #ホロライブサマー,2019-08-08T08:25:17+00:00,25,797,2027,-1
"ホロジュールに抜けがあったため、追記をさせていただきます。
大変失礼いたしました。
ーーーーー
追記
20:00〜戌神ころねyou
ーーーーー",,2019-08-08T03:51:39+00:00,3,90,364,-1
"22:00〜湊あくあ(1周年記念配信)you
22:00〜白上フブキyou
22:00〜夏色まつり #27とJK (コラボ：放送主社築さん)
23:00〜癒月ちょこyou
23:00〜ロボ子さんyou
24:00〜夜空メルyou
25:30〜猫又おかゆyou",#27とJK,2019-08-07T23:37:30+00:00,2,215,555,-1
" 〜本日（8/8）の配信予定〜

12:00〜湊あくあyou
17:00〜ロボ子さんyou
18:00〜不知火フレア
19:00～兎田ぺこらyou
19:00〜紫咲シオンyou
20:00〜星街すいせいyou
20:00〜ときのそらyou
21:00〜白銀ノエル(初配信) you",,2019-08-07T23:37:10+00:00,13,248,634,-1
"ホロライブコミケ特設ページを公開、えなこさんがときのそらに！？

ホロライブブースの超大型モニターの画像をちょっとだけ公開と日本一のコスプレイヤーの「えなこさん」がホロライブブースに登場のお知らせです！

https://prtimes.jp/main/html/rd/p/000000108.000030268.html…

#ホロライブ #ホロライブサマー #えなこ #ときのそら",#ホロライブ #ホロライブサマー #えなこ #ときのそら,2019-08-07T22:03:43+00:00,5,282,737,-1
"8月8日木曜日
おはようございます！ #おはようホロライブ です。

本日21時から #白銀ノエル 初配信

「なんでも筋力でどうにかしてまう」のか...ぜひ初配信の応援視聴をよろしくお願いします！",#おはようホロライブ #白銀ノエル,2019-08-07T21:31:38+00:00,79,761,1792,-1
"本日、19時よりホロライブ３期生の不知火フレア( 
@shiranuiflare
 )さんの初配信となります
応援のほどよろしくお願いいたします
#ホロライブ３期生
#不知火フレア
#拡散希望

【待機所はこちら】",#ホロライブ３期生 #不知火フレア #拡散希望,2019-08-07T09:41:21+00:00,0,110,306,-1
"本日ホロライブコミケ特設ページを更新しました。
ホロライブブースの超大型モニターの画像をちょっとだけ公開と日本一のコスプレイヤーのえなこさんがホロライブブースに登場のお知らせです。

#ホロライブ #ホロライブサマー #えなこ

https://prtimes.jp/main/html/rd/p/000000108.000030268.html…",#ホロライブ #ホロライブサマー #えなこ,2019-08-07T09:13:19+00:00,6,375,934,-1
"23:00〜アキロゼyou
23:00〜湊あくあ(一周年カウントダウン配信)you
24:00〜大空スバルyou
25:00〜癒月ちょこyou",,2019-08-06T23:41:47+00:00,2,184,443,-1
"20:30〜ロボ子さん、大空スバルcluster
21:00〜大神ミオyou
21:00〜赤井はあとyou
21:00～潤羽るしあyou
22:00〜百鬼あやめyou
22:00〜戌神ころねyou
22:30〜白上フブキyou",,2019-08-06T23:41:35+00:00,1,184,445,-1
" 〜本日（8/7）の配信予定〜

12:00〜さくらみこyou
15:00〜大空スバルyou
19:00〜不知火フレア(初配信) you
20:00〜さくらみこ、夏色まつり(コラボ：放送主おさなずさん、X'Flareさん)you
20:00～兎田ぺこらyou
20:00〜星街すいせいyou
20:00〜紫咲シオンyou",,2019-08-06T23:41:14+00:00,15,234,571,-1
"8月7日水曜日
おはようございます！ #おはようホロライブ です。

 本日19時から不知火フレア初配信 

ぜひ、あたたかく見守っていただけませんか？？
それでは本日もホロライブをよろしくお願いします！！",#おはようホロライブ,2019-08-06T21:29:56+00:00,56,731,1660,-1
