content,tags,posted_time,replies,retweets,likes,views
"【エンタス×VTuber コラボCM　ホロライブD組】
エンタス×VTuberのコラボCMにホロライブのメンバーも出演しております！
3月15日よりJR秋葉原駅目の前の大型ビジョン「オノデンMXビジョン」にて放映されてますので、お時間ある方はぜひお立ち寄りください。
#エンタスVTuberコラボCM",#エンタスVTuberコラボCM,2019-03-19T10:22:20+00:00,7,257,708,-1
"“PlayStation Store”応援団公式任命のときのそらが、セール対象タイトルで遊び尽くした動画を21:30にプレミア公開します。

【PS Store公式応援団】お得に買えたから気になってたゲーム全部やる！【たっぷりゲーム三昧】
https://youtu.be/R1Qetd52GII

#PSストアのそら　#PSストア_スプリングセール2019",#PSストアのそら #PSストア_スプリングセール2019,2019-03-19T08:09:25+00:00,1,159,359,-1
"３月２１日（木祝）から始まる「ホロライブポップアップストア　春のそら祭り」では、期間中に会場で「ホロライブ」関連商品ご購入・ご予約内金2,000円毎にポストカードを1枚差し上げます。

春休みに是非お越しください！

特設ページ
https://gamers.co.jp/shop/museum/110311/…
#春のそら祭り",#春のそら祭り,2019-03-19T06:51:06+00:00,0,180,509,-1
25:00〜癒月ちょこyou,,2019-03-18T18:01:42+00:00,0,54,153,-1
"  〜本日（3/19）の配信予定〜

18:00〜湊あくあyou
19:00〜ロボ子さんyou
赤井はあとyou
20:00〜紫咲シオンyou
さくらみこyou
21:00〜大神ミオyou
22:00〜白上フブキyou
23:00〜癒月ちょこyou
湊あくあ",,2019-03-18T18:01:29+00:00,11,130,362,-1
"【エンタス×VTuber コラボCM　ホロライブC組】
エンタス×VTuberのコラボCMにホロライブのメンバーも出演しております！
3月15日よりJR秋葉原駅目の前の大型ビジョン「オノデンMXビジョン」にて放映されてますので、お時間ある方はぜひお立ち寄りください。
#エンタスVTuberコラボCM",#エンタスVTuberコラボCM,2019-03-18T12:26:33+00:00,29,355,1011,-1
"３月下旬発送予定「ホロライブ卓上カレンダー」　
予約締切は本日１９時までとなっております！
ご注文がまだの方はお忘れなく！

https://estream.theshop.jp/items/17717543",,2019-03-18T09:37:39+00:00,1,79,267,-1
"  〜本日（3/18）の配信予定〜
12:00〜癒月ちょこ（コラボ）you
18:00〜癒月ちょこyou
19:00〜赤井はあとyou
湊あくあyou
21:00〜ロボ子さんyou
22:00〜癒月ちょこ（コラボ）you
23:00〜大神ミオyou
23:30〜癒月ちょこyou
25:00〜癒月ちょこyou",,2019-03-17T17:52:32+00:00,21,136,321,-1
"【エンタス×VTuber コラボCM　ホロライブB組】
エンタス×VTuberのコラボCMにホロライブのメンバーも出演しております！
3月15日よりJR秋葉原駅目の前の大型ビジョン「オノデンMXビジョン」にて放映されてますので、お時間ある方はぜひお立ち寄りください。
#エンタスVTuberコラボCM",#エンタスVTuberコラボCM,2019-03-17T10:25:39+00:00,2,207,529,-1
"「バレンタインキャンペーン」チョコレートについて　

チョコの発送は完了しております。
タペストリーは3/18（月）倉庫から発送となります。

チョコがお手元に届いていない方は、
Twitterのダイレクトメールでお問い合わせください。

※海外の方はお届けに時間がかかる可能性がございます。",,2019-03-17T06:38:16+00:00,3,18,114,-1
"「メルティキッス」先行購入者特典　
癒月ちょこ・夜空メル　直筆サイン入りポストカード
発送について

サイン入りポストカードの発送は全て完了しております。

まだお手元に届いていない方は、
BOOTHのメッセージから、ホロライブにお問い合わせください。
確認の上、再送いたします。",,2019-03-17T06:31:26+00:00,0,36,215,-1
"「春のそら祭り」では、
描き下ろしのタペストリー、缶バッジの他にも
アクリルスタンドやマグカップなど
多数ご用意してお待ちしております！

特設ページはコチラ
https://gamers.co.jp/shop/museum/109481/…",,2019-03-17T06:12:17+00:00,2,136,389,-1
"いよいよ3/21（木祝）よりホロライブ初のポップアップストア
「春のそら祭り」を、
AKIHABARAゲーマーズ本店で開催いたします！

ときのそらをはじめとするホロライブメンバーの
新商品がいっぱい！　
春休みに是非お越しください！

特設ページはコチラ
https://gamers.co.jp/shop/museum/109481/…",,2019-03-17T06:11:04+00:00,6,176,457,-1
"21:00〜ロボ子さんyou
赤井はあとyou
22:00〜白上フブキyou
癒月ちょこ（コラボ）you
23:00〜さくらみこ&アキロゼyou
23:30〜癒月ちょこyou
24:00〜大空スバル&百鬼あやめyou
25:00〜癒月ちょこyou",,2019-03-16T20:50:52+00:00,0,81,224,-1
"  〜本日（3/17）の配信予定〜

11:00〜癒月ちょこyou
12:00〜湊あくあyou
15:00〜白上フブキyou
夏色まつり&紫咲シオンyou
17:00〜大神ミオyou
18:00〜大空スバルyou
19:00〜赤井はあとyou
紫咲シオン（コラボ）you
20:00〜湊あくあ",,2019-03-16T20:47:09+00:00,9,116,305,-1
"22:00〜ロボ子さんyou
22:30〜白上フブキyou
24:00〜さくらみこyou
25:00〜癒月ちょこyou",,2019-03-15T21:17:45+00:00,0,75,193,-1
"  〜本日（3/16）の配信予定〜
11:00〜癒月ちょこyou
12:00〜湊あくあyou
14:00〜さくらみこyou
15:00〜白上フブキyou
夏色まつりyou
17:00〜大神ミオyou
19:00〜赤井はあとyou
20:00〜白上フブキyou
21:00〜湊あくあ（コラボ）you
夏色まつり",,2019-03-15T21:16:37+00:00,7,127,357,-1
"【エンタス×VTuber コラボCM　ホロライブA組】
エンタス×VTuberのコラボCMにホロライブのメンバーも出演しております！
3月15日よりJR秋葉原駅目の前の大型ビジョン「オノデンMXビジョン」にて放映されてますので、お時間ある方はぜひお立ち寄りください。
#エンタスVTuberコラボCM",#エンタスVTuberコラボCM,2019-03-15T10:02:09+00:00,20,368,997,-1
"バーチャル売り子イベントは３月２４日ですが、参加券の配布は３月２１日から始まっておりますので、くれぐれもご注意ください。

詳細はこちらのページをご確認ください。
https://gamers.co.jp/shop/event/110072/…",,2019-03-15T10:00:40+00:00,0,50,128,-1
改めまして、３月２４日開催バーチャル売り子イベントの、参加券の配布方法をご説明いたします。参加券は、AKIHABARAゲーマーズ様で３月２１日の開店から、ホロライブ関連商品5000円購入・予約いただいたお客様に、先着順でお配りします。３月２１日は、店舗への入場順を決める事前抽選が行われます。,,2019-03-15T09:59:14+00:00,1,164,383,-1
"尚、今回のお渡し会の参加券の配布は、ストア開催初日の３月２１日から始まります。お渡し会当日の３月２４日ではありませんので、くれぐれもご注意ください。

詳細はこちら
https://gamers.co.jp/shop/event/110072/…",,2019-03-15T04:47:53+00:00,0,126,305,-1
"お渡し会メンバー（予定）

13:00～夜空メル・癒月ちょこ
14:00～大空スバル・湊あくあ
15:00～大神ミオ・夏色まつり
16:00～白上フブキ・アキ・ローゼンタール
17:00～ロボ子・紫咲シオン
18:00～百鬼あやめ・さくらみこ
19:00～白上フブキ・赤井はあと

詳細はこちら",,2019-03-15T04:42:56+00:00,2,290,659,-1
"【バーチャル売り子イベント開催！】
「春のそら祭り」ポップアップストア開催を記念し、
バーチャル売り子イベントを３月２４日に開催いたします！

ホロライブメンバーと楽しく会話できるイベントです。

参加条件など、詳しくは特設ページへ！
https://gamers.co.jp/shop/museum/110082/…
#ホロライブ",#ホロライブ,2019-03-15T04:38:41+00:00,0,238,532,-1
"23:30〜白上フブキ&ロボ子さんyou
癒月ちょこyou
24:00〜夜空メルyou
25:00〜癒月ちょこyou",,2019-03-14T21:07:08+00:00,0,72,187,-1
"  〜本日（3/15）の配信予定〜
12:00〜癒月ちょこ&ロボ子さん（コラボ）you
18:00〜さくらみこyou
19:00〜ロボ子さん&紫咲シオン（コラボ）you
20:00〜癒月ちょこyou
21:00〜白上フブキyou
22:00〜癒月ちょこ（コラボ）you
大神ミオyou
23:00〜夏色まつりyou
  #ホロジュール",#ホロジュール,2019-03-14T21:06:00+00:00,5,114,288,-1
"ホロライブと「暁のブレイカーズ」のコラボが発表されました！
ロボ子さんの技のアイデアを募集中！
締切は3月31日23:59まで！

●技の名前募集
●技のアイデア募集
●ロボ子さんSSRのビジュアル募集

#俺の考えた最強のロボ子さん をつけて
ツイートしてください！",#俺の考えた最強のロボ子さん,2019-03-14T09:59:56+00:00,1,164,386,-1
"ホロライブバレンタインボイスは、本日で販売終了いたします。
お買い逃しのないよう、お願いいたします！

https://hololive.booth.pm/items/1223894",,2019-03-14T04:11:32+00:00,2,142,370,-1
"参加メンバー一覧
†FUBUKI†（白上フブキ）
鬼神☆百鬼（百鬼あやめ）
黒神臣（大神ミオ）
スバ谷スバ夫（大空スバル）
コウ・セイノ（ロボ子さん）
夜明けのムラサキ（紫咲シオン）
夏色松彦（夏色まつり）
癒月千代丸（癒月ちょこ）
アキラ・ローゼンタール（アキ・ロゼ）",,2019-03-14T04:09:22+00:00,44,480,966,-1
"今日はホワイトデー！

日頃の応援の感謝の気持ちを込めて
「FAMS」を始めとした
ホロライブのイケメンたちの
イケメンボイスの販売を開始します！

2019年4月15日までの限定販売です！
https://hololive.booth.pm/items/1272688
#ホワイトデー",#ホワイトデー,2019-03-14T04:05:31+00:00,8,308,617,-1
"【お知らせ】ときのそらインストアイベントのお問い合わせについては、ページに記載してある各店舗のから、希望するイベント会場の問い合わせ先に問い合わせていただくようお願い致します。 #ときのそら
https://jvcmusic.co.jp/-/News/A026407/7.html…",#ときのそら,2019-03-14T01:58:10+00:00,1,144,388,-1
"22:00〜湊あくあ（コラボ）you
ロボ子さん（コラボ）you
23:00〜癒月ちょこyou
さくらみこ&アキロゼyou
夏色まつりyou
24:00〜夜空メルyou
25:00〜アキロゼyou",,2019-03-13T21:38:04+00:00,0,77,213,-1
"  〜本日（3/14）の配信予定〜
12:00〜癒月ちょこyou
15:00〜百鬼あやめ（コラボ）you
18:00〜大神ミオyou
19:00〜赤井はあとyou
湊あくあyou
20:00〜紫咲シオンyou
21:00〜ときのそらnico
癒月ちょこyou
#ホロライブfams you",#ホロライブfams ,2019-03-13T21:34:24+00:00,6,123,316,-1
ホロライブのメンバーも参加しますので、皆様ぜひぜひご覧になってください！,,2019-03-13T09:11:49+00:00,1,145,456,-1
"【定期】
いつも応援ありがとうございます。ホロライブのメンバーへのプレゼントは、以下のガイドラインをご確認の上、お送りください。誠に申し訳ございませんが、キャンディやクッキーは飲食物にあたります。お渡しはできませんのでご注意ください。

よくある質問",,2019-03-13T03:49:53+00:00,0,51,155,-1
"23:30〜癒月ちょこyou
24:00〜夜空メルyou
25:00〜癒月ちょこyou
#ホロジュール",#ホロジュール,2019-03-13T02:38:15+00:00,0,41,112,-1
"  〜本日（3/13）の配信予定〜

12:00〜湊あくあyou
17:00〜大神ミオyou
19:00〜赤井はあとyou
湊あくあyou
20:00〜紫咲シオンyou
百鬼あやめyou
21:00〜大神ミオyou
22:00〜癒月ちょこ&白上フブキ&ロボ子さん（コラボ）you
23:00〜アキロゼ",,2019-03-12T20:19:22+00:00,15,148,401,-1
"【メルティキッス特典ボイスについて】

ただいま、アクセス集中のため
「メルティキッス特典ボイス」が
ダウンロードしにくい状態が続いております。

お客様には大変申し訳ございませんが、
お時間をあけて再度ダウンロードを
試行していただけますと幸いです。",,2019-03-12T12:39:30+00:00,1,33,118,-1
"【商品遅延のお知らせ】
ホロライブ・バレンタインアクリルキーホルダーを
ご購入いただきましたお客様にご連絡いたします。

商品の発送が遅れておりまして大変申し訳ございません。
商品は倉庫に納品されておりますので、
BOOTHからの発送をもう少々お待ちいただけますと幸いです。",,2019-03-12T12:35:40+00:00,18,83,291,-1
"【定期】
いつも応援ありがとうございます。ホロライブのメンバーへのプレゼントは、以下のガイドラインをご確認の上、お送りください。誠に申し訳ございませんが、キャンディやクッキーは飲食物にあたります。お渡しはできませんのでご注意ください。

よくある質問",,2019-03-12T01:34:30+00:00,1,99,287,-1
"23:00〜百鬼あやめyou
湊あくあyou
夏色まつりyou
23:30〜癒月ちょこyou
24:00〜夜空メルyou
25:00〜癒月ちょこyou",,2019-03-11T21:04:05+00:00,0,94,257,-1
"  〜本日（3/12）の配信予定〜
12:00〜癒月ちょこ（コラボ）you
18:00〜癒月ちょこyou
19:00〜赤井はあとyou
20:00〜ロボ子さん（コラボ）you
さくらみこyou
21:00〜大神ミオyou
22:00〜癒月ちょこ（コラボ）you
白上フブキ（コラボ）you
 #教えておるみど先生 you
 ",#教えておるみど先生 ,2019-03-11T21:02:13+00:00,8,149,364,-1
"【定期】
いつも応援ありがとうございます。ホロライブのメンバーへのプレゼントは、以下のガイドラインをご確認の上、お送りください。誠に申し訳ございませんが、キャンディやクッキーは飲食物にあたります。お渡しはできませんのでご注意ください。

よくある質問",,2019-03-11T06:53:51+00:00,6,289,669,-1
25:00〜癒月ちょこyou,,2019-03-10T20:51:48+00:00,0,60,159,-1
"  〜本日（3/11）の配信予定〜

12:00〜癒月ちょこyou
18:00〜癒月ちょこyou
19:00〜赤井はあとyou
20:00〜紫咲シオンyou
21:00〜ロボ子さんyou
22:00〜癒月ちょこ（コラボ）you
百鬼あやめyou
白上フブキyou
23:00〜大神ミオ",,2019-03-10T20:51:24+00:00,6,110,289,-1
"24:00〜夜空メルyou
25:00〜癒月ちょこyou",,2019-03-09T19:09:46+00:00,0,68,172,-1
"  〜本日（3/10）の配信予定〜
11:00〜癒月ちょこyou
12:00〜湊あくあyou
18:00〜癒月ちょこyou
19:00〜赤井はあとyou
20:00〜白上フブキbili
湊あくあbili
21:00〜大神ミオyou
22:00〜癒月ちょこyou
23:00〜百鬼あやめ&大空スバルyou
23:30〜癒月ちょこ",,2019-03-09T19:07:43+00:00,12,120,309,-1
"24:00〜さくらみこ＆アキロゼyou
25:00〜癒月ちょこyou",,2019-03-08T19:54:33+00:00,0,65,190,-1
"  〜本日（3/9）の配信予定〜

11:00〜癒月ちょこyou
12:00〜湊あくあyou
19:00〜赤井はあとyou
20:00〜紫咲シオンyou
湊あくあbili
21:00〜ロボ子さんyou
22:00〜夏色まつりyou
白上フブキyou
23:00〜百鬼あやめ",,2019-03-08T19:54:01+00:00,12,136,388,-1
"3/21よりAKIHABARAゲーマーズ様で開催されます「ホロラライブポップアップストア　春のそら祭り」では、新商品・アクリルスタンドが、ホロライブメンバー１４人分発売されます。是非お越しください！
#白上フブキ",#白上フブキ,2019-03-08T12:26:34+00:00,7,103,344,-1
"昨日のポップアップストアのお知らせがpanoraさんでニュースとして掲載されました。記事トップにて集合イラストを特大サイズで紹介頂いております！

""ホロライブ初のポップアップストア「春のそら祭り」21日から開催！ 所属VTuber14人の新グッズが盛りだくさん"" http://panora.tokyo/89041/
#ホロライブ",#ホロライブ,2019-03-08T06:58:11+00:00,1,56,198,-1
25:00〜癒月ちょこyou,,2019-03-07T18:57:40+00:00,0,57,154,-1
"  〜本日（3/8）の配信予定〜
12:00〜癒月ちょこ（コラボ）you
19:00〜ロボ子さん（コラボ）you
紫咲シオンyou
20:00〜癒月ちょこ(コラボ)you
白上フブキyou
22:00〜癒月ちょこyou
23:00〜夏色まつりyou
湊あくあyou
24:00〜白上フブキ(コラボ)you
アキロゼ",,2019-03-07T18:57:10+00:00,10,104,272,-1
"3/21よりホロライブ初のポップアップストア
「春のそら祭り」を、
AKIHABARAゲーマーズ本店で開催いたします！

ときのそらをはじめとするホロライブメンバーの
新商品がいっぱい！　
春休みに是非お越しください！

特設ページはコチラ
https://gamers.co.jp/shop/museum/109481/…",,2019-03-07T03:01:00+00:00,36,1109,1853,-1
"24:00〜夜空メルyou
25:00〜癒月ちょこyou",,2019-03-06T20:07:19+00:00,0,56,157,-1
"  〜本日（3/7）の配信予定〜

12:00〜アキロゼ&さくらみこyou
19:00〜紫咲シオンyou
赤井はあとyou
20:00〜湊あくあbili
ときのそらyou
21:00〜白上フブキ（コラボ）you
ロボ子さん&百鬼あやめ&大空スバルyou
23:00〜大空スバル（コラボ）you
湊あくあ",,2019-03-06T20:06:35+00:00,6,117,337,-1
"本日追加を予定しておりました【特典ボイス】ですが、諸事情により追加を延期いたします。延期によりお客様には多大なるご迷惑をおかけいたしましたこと、謹んで深くお詫び申し上げます。
追加日程に関しては、ホロライブ公式ツイッターでアナウンスいたしますのでよろしくお願いいたします。",,2019-03-06T09:34:50+00:00,21,57,190,-1
"23:00〜アキロゼyou
夏色まつりyou
湊あくあyou
23:30〜癒月ちょこyou
24:00〜大空スバルyou
25:00〜癒月ちょこyou",,2019-03-05T20:09:11+00:00,0,69,179,-1
"  〜本日（3/6）の配信予定〜
18:00〜癒月ちょこyou
19:00〜赤井はあとyou
20:00〜紫咲シオンyou
21:00〜白上フブキyou
大神ミオyou
22:00〜癒月ちょこ（コラボ）you
百鬼あやめ（コラボ）you
ロボ子さん&大空スバルyou",,2019-03-05T20:07:45+00:00,12,115,296,-1
"さくらみこ　生誕記念

生誕記念シチュエーションボイス
アクリルキーホルダー
Tシャツ

３アイテムの販売を開始しました。
ホロライブBOOTH　https://hololive.booth.pm",,2019-03-05T12:54:24+00:00,0,60,149,-1
25:00〜癒月ちょこyou,,2019-03-04T19:07:21+00:00,0,58,152,-1
"  〜本日（3/5）の配信予定〜

12:00〜癒月ちょこyou
18:00〜大神ミオyou
19:00〜赤井はあとyou
20:00〜夏色まつり&紫咲シオンyou
湊あくあyou
さくらみこyou
22:00〜癒月ちょこyou
23:00〜大神ミオyou
23:30〜癒月ちょこ",,2019-03-04T19:07:15+00:00,12,133,314,-1
"23:00〜大空スバルyou
湊あくあyou
夏色まつりyou
25:00〜癒月ちょこyou",,2019-03-04T10:30:42+00:00,1,56,149,-1
"  〜本日（3/4）の配信予定〜

12:00〜癒月ちょこ（コラボ）you
19:00〜湊あくあyou
赤井はあとyou
20:00〜百鬼あやめ（コラボ）you
紫咲シオンyou
21:00〜ロボ子さんyou
癒月ちょこyou
22:00〜大神ミオyou
癒月ちょこ",,2019-03-04T10:30:25+00:00,30,83,249,-1
"  〜本日（3/3）の配信予定〜

14:00〜ロボ子さん&紫咲シオンyou
湊あくあyou
19:00〜夏色まつり（コラボ）you
赤井はあとyou
20:00〜大空スバル（コラボ）you
21:00〜大神ミオyou
赤井はあとyou
22:00〜癒月ちょこyou
湊あくあ",,2019-03-02T20:32:26+00:00,8,145,362,-1
"先ほど放送で収録した【ボイスまとめ買いセット】ろぼさー仕様を買って頂いた方の【特典】は、3月6日(水)にboothに追加いたします。追加される前にご購入されたお客様はお手数ですが、再度ダウンロードお願いいたします。
追加次第ホロライブ公式アカウントでアナウンス致します。",,2019-03-02T14:40:31+00:00,4,46,166,-1
"23:00〜さくらみこ&アキロゼyou
湊あくあyou
癒月ちょこ（コラボ）you
25:00〜癒月ちょこyou",,2019-03-01T20:20:22+00:00,0,70,165,-1
"  〜本日（3/2）の配信予定〜
11:00〜癒月ちょこyou
12:00〜湊あくあyou
14:00〜紫咲シオン&ロボ子さん（コラボ）you
18:30〜癒月ちょこyou
19:00〜赤井はあとyou
20:00〜 #ホロライブ学園 you
22:00〜ロボ子さんyou
さくらみこyou

  ",#ホロライブ学園 ,2019-03-01T20:18:55+00:00,8,123,319,-1
