id,privacyStatus,title,publishedDate,duration,tags,views,likes,comments,topicCategories,liveStreamActualStartTime,liveStreamActualEndTime,liveStreamScheduledStartTime,localizations
UVzFpcDfv8E,public,【公式愛】最もリプレイされている瞬間を当てろ！【#公式番組イントロクイズ】,2022-12-12T10:00:09Z,PT16M20S,"['hololive', 'ホロライブ', 'VTuber', 'バーチャルYouTuber', 'VR', 'アキ・ローゼンタール', 'Aki Rosenthal', '尾丸ポルカ', 'Omaru Polka', '友人A', 'えーちゃん', '公式番組', 'バラエティ', '視聴率', 'リプレイ', 'クイズ']",243762,10028,160,"['https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Film', 'https://en.wikipedia.org/wiki/Television_program']",2022-12-12T10:00:09Z,2022-12-12T10:18:26Z,2022-12-12T10:00:00Z,"['en', 'es']"
m300EONBDTw,public,【アニメ】えー、誰か食われてます。既に。,2022-12-11T09:00:22Z,PT1M26S,[],1330541,50793,1870,"['https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Film']",,,,"['es', 'id', 'en']"
NQV3fY2RjxE,public,【対決】ホロアースα版でゴーレムを撃破せよ！【#ホロアース】,2022-12-10T13:00:11Z,PT47M21S,"['hololive', 'ホロライブ', 'VTuber', 'バーチャルYouTuber', 'VR', '夜空メル', 'アキ・ローゼンタール', 'AZKi', '夏色まつり', '白銀ノエル', '尾丸ポルカ', 'ホロアース', 'Holoearth', 'オルタナティブ']",193681,8638,121,"['https://en.wikipedia.org/wiki/Action-adventure_game', 'https://en.wikipedia.org/wiki/Action_game', 'https://en.wikipedia.org/wiki/Role-playing_video_game', 'https://en.wikipedia.org/wiki/Strategy_video_game', 'https://en.wikipedia.org/wiki/Video_game_culture']",2022-12-10T13:00:11Z,2022-12-10T13:49:26Z,2022-12-10T13:00:00Z,[]
dtUPqSW6rSY,public,【重大発表アリ】異世界の最新情報をお届け！HoloearthTV #2【#ホロアースTV】,2022-12-10T12:08:47Z,PT1H1M1S,"['hololive', 'ホロライブ', 'VTuber', 'バーチャルYouTuber', 'VR', 'AZKi', '白銀ノエル', '雪花ラミィ', 'ホロアース', 'オルタナティブ']",287483,16189,108,"['https://en.wikipedia.org/wiki/Role-playing_video_game', 'https://en.wikipedia.org/wiki/Video_game_culture']",2022-12-10T11:00:29Z,2022-12-10T12:01:51Z,2022-12-10T11:00:00Z,[]
FUESCIXKnY0,public,【作業音/睡眠導入】優しい雨音でリラックス【 #holoscape 】,2022-12-10T09:00:12Z,PT1H,[],256603,14366,270,['https://en.wikipedia.org/wiki/Music'],,,,['en']
qWogwfC3qA0,public,【逆襲】ラプ様は圧力をかけたい！【#アンサープレッシャー】,2022-12-08T11:00:10Z,PT9M32S,"['逆襲', 'リベンジ', '圧力', 'プレッシャー', 'holoX', '秘密結社holoX', 'ラプラス・ダークネス', '鷹嶺ルイ', '沙花叉クロヱ', 'hololive', 'ホロライブ', 'VTuber', 'バーチャルYouTuber', 'VR']",290126,13304,407,"['https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Film']",2022-12-08T11:00:10Z,2022-12-08T11:11:37Z,2022-12-08T11:00:00Z,"['es', 'en']"
8nA3L6w1H7o,public,【てぇてぇな】みんなで作ろう【ホロ川柳】（字余り）,2022-12-05T10:00:08Z,PT10M28S,"['川柳', '俳句', '詫びさび', 'てぇてぇ', 'hololive', 'ホロライブ', 'VTuber', 'バーチャルYouTuber', 'VR', '白上フブキ', '常闇トワ', '獅白ぼたん', 'Shirakami Fubuki', 'Tokoyami Towa', 'Shishiro Botan']",214564,12347,434,"['https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Film']",2022-12-05T10:00:08Z,2022-12-05T10:12:33Z,2022-12-05T10:00:00Z,"['es', 'en']"
YTXGwiWBc9k,public,【MV】常夜リペイント / 秘密結社holoX【#SSholoX1周年】,2022-12-04T13:00:09Z,PT4M26S,"['hololive', 'ホロライブ', 'VTuber', 'バーチャルYouTuber', 'VR', 'ラプラス・ダークネス', '鷹嶺ルイ', '博衣こより', '沙花叉クロヱ', '風真いろは', 'holoX', '1周年']",2107461,52948,1043,"['https://en.wikipedia.org/wiki/Electronic_music', 'https://en.wikipedia.org/wiki/Music']",2022-12-04T13:00:09Z,2022-12-04T13:05:31Z,2022-12-04T13:00:00Z,['en']
fzlZDM_M5bk,public,【#SSholoX1周年】世界の全てを見せてやろう【お披露目満載！？】,2022-12-04T12:09:33Z,PT1H5M58S,"['hololive', 'ホロライブ', 'VTuber', 'バーチャルYouTuber', 'VR', 'ラプラス・ダークネス', '鷹嶺ルイ', '博衣こより', '沙花叉クロヱ', '風真いろは', 'holoX', '1周年']",637854,33042,424,['https://en.wikipedia.org/wiki/Video_game_culture'],2022-12-04T10:57:22Z,2022-12-04T12:03:27Z,2022-12-04T11:00:00Z,[]
dT2Wua-2RIU,public,【アニメ】声出すの禁止だからね,2022-12-04T09:00:15Z,PT1M3S,[],1276833,61736,1457,['https://en.wikipedia.org/wiki/Music'],,,,"['es', 'en', 'id']"
-m62MJIglZc,public,【重大発表あり】4度目の招集。もうお分かりですね？【#ホロの試練4】,2022-12-02T13:26:26Z,PT1H14M14S,"['hololive', 'ホロライブ', 'VTuber', 'バーチャルYouTuber', 'VR', '猫又おかゆ', 'ラプラス・ダークネス', '博衣こより']",254472,13064,103,"['https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Film']",2022-12-02T12:01:07Z,2022-12-02T13:15:51Z,2022-12-02T12:00:00Z,[]
8OUaedbqEcU,public,"【 #ひろがるホロライブ 】「hololive SUPER EXPO 2023」＆「hololive 4th fes. 」"" Teaser movie""",2022-12-02T13:15:00Z,PT2M29S,[],102278,8834,372,"['https://en.wikipedia.org/wiki/Electronic_music', 'https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Music_of_Asia']",,,,[]
28GWO5UJT08,public,【3は伝説】倒せ破壊神！自らの秘密をひきかえにしてでも【 #ホロクイズクエスト3】,2022-12-01T11:00:09Z,PT18M56S,"['hololive', 'ホロライブ', 'VTuber', 'バーチャルYouTuber', 'VR', 'holoX', 'RPG', 'クイズバトル', 'クエスト', 'ぺこーら', '破壊神', '魔法', '勇者', '海賊', '必殺', '特技']",774741,25887,672,"['https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Film']",2022-12-01T11:00:09Z,2022-12-01T11:21:01Z,2022-12-01T11:00:00Z,"['en', 'es']"
4hwFhvBc1j8,public,ホロライブ × DECO*27 New project「holo*27」Teaser,2022-12-01T10:00:02Z,PT31S,[],286971,25405,611,"['https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Music_of_Asia', 'https://en.wikipedia.org/wiki/Music_video_game']",,,,['en']
5AQJj2CFtsY,public,hololive production COUNTDOWN LIVE 2022▷2023 -hololive side- 開催決定!! 【＃ホロライブカウントダウン】,2022-12-01T08:00:03Z,PT31S,[],170625,14369,358,['https://en.wikipedia.org/wiki/Video_game_culture'],,,,[]
Wh_sfI_2S0E,public,【ホロのこしかけ 18】2022年ラストめい言は○○!? /11月まとめ【友人A・A-chan】hololive FM,2022-11-30T14:33:45Z,PT1H12M52S,"['ホロライブ', 'ホロのこしかけ', '友人A', 'えーちゃん', 'ハロウィン', '春先のどか', 'ホロライブ公式', 'hololive', 'hololive FM']",72141,5544,33,[],2022-11-30T13:15:14Z,2022-11-30T14:28:10Z,2022-11-30T13:15:00Z,[]
8feDwm0ylbQ,public,【アニメ】世界征服はじめました【holoX】,2022-11-27T09:00:04Z,PT2M32S,[],1669826,78811,2597,"['https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Film']",,,,"['en', 'id', 'es']"
VHlgVDAL1gE,public,【コミケ出展記念】ホロライブクイズで情報をゲットせよ！【#C101ホロライブプロ】,2022-11-23T10:58:14Z,PT52M30S,"['hololive', 'ホロライブ', 'VTuber', 'バーチャルYouTuber', 'VR', '白上フブキ', '不知火フレア', '角巻わため', 'コミケ', 'コミックマーケット', 'C101']",158024,8196,39,[],2022-11-23T09:59:26Z,2022-11-23T10:52:19Z,2022-11-23T10:00:00Z,[]
77_1b6j4TWY,public,【異世界モノ】エスケープフロム西部劇！RPG！デスゲーム！？【#異世界からの脱出】,2022-11-21T10:00:08Z,PT13M,"['hololive', 'ホロライブ', 'VTuber', 'バーチャルYouTuber', 'VR', 'holoX', '赤井はあと', 'はあちゃま', '白銀ノエル', '団長', '博衣こより', '西部劇', 'RPG', 'デスゲーム', '異世界', 'ボタン', 'holox', '脱出']",217045,9569,274,"['https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Film']",2022-11-21T10:00:08Z,2022-11-21T10:15:05Z,2022-11-21T10:00:00Z,"['en', 'es']"
rZ4r_b4a7OY,public,【アニメ】実体の無い雑魚に負けるわけない！……よね？,2022-11-20T09:00:36Z,PT1M31S,[],1026962,49424,1210,"['https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Film']",,,,"['id', 'es', 'en']"
gm7i9-r-hGs,public,【無限ツッコミ】ラプ様にツッコまれたい！【ドッキリ】,2022-11-14T10:00:08Z,PT10M35S,"['hololive', 'ホロライブ', 'VTuber', 'バーチャルYouTuber', 'VR', 'ラプラス・ダークネス', '鷹嶺ルイ', '沙花叉クロヱ', 'La+ Darknesss', 'Takane Lui', 'Sakamata Chloe', 'ボケ', 'ツッコミ', 'ドッキリ', 'ラプ様', '熱盛']",374640,17344,536,"['https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Film']",2022-11-14T10:00:08Z,2022-11-14T10:12:40Z,2022-11-14T10:00:00Z,"['es', 'en']"
h14QJuq9z_Y,public,【アニメ】幼稚園はじめました,2022-11-13T09:00:22Z,PT1M10S,[],1105580,51380,1741,['https://en.wikipedia.org/wiki/Music'],,,,"['en', 'es', 'id']"
UJ0TITzT5Ss,public,【一攫千金】値段が高い方を選べ！High＆Low【#ホロベガス】,2022-11-07T10:00:08Z,PT12M35S,"['hololive', 'ホロライブ', 'VTuber', 'バーチャルYouTuber', 'VR', '雪花ラミィ', '桃鈴ねね', 'ホロベガス', 'ハイ＆ロー', 'High＆Low', 'ねぽらぼ', 'ラスベガス', 'ギャンブラー', 'Yukihana Lamy', 'Momosuzu Nene']",309727,14014,443,"['https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Film']",2022-11-07T10:00:08Z,2022-11-07T10:14:39Z,2022-11-07T10:00:00Z,"['en', 'es']"
4kmdCxIm0E8,public,【アニメ】余の連帯保証人になってくれ！,2022-11-06T09:00:02Z,PT1M28S,[],1529142,67363,2478,"['https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Film']",,,,"['es', 'en', 'id']"
AFJGbQqCbCg,public,【マル秘】これまでの人生をグラフで発表！【#ホロライブグラフ】,2022-11-03T11:00:09Z,PT12M48S,"['hololive', 'ホロライブ', 'VTuber', 'バーチャルYouTuber', 'VR', 'holoX', '獅白ぼたん', '癒月ちょこ', '沙花叉クロヱ', '赤井はあと', '白銀ノエル', '博衣こより', '春先のどか', '友人A', 'えーちゃん', 'グラフ', '人生', '円グラフ', '折れ線グラフ', '過去', 'クイズ']",350694,15067,402,"['https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Film']",2022-11-03T11:00:09Z,2022-11-03T11:14:53Z,2022-11-03T11:00:00Z,"['es', 'en']"
iChDAN3AseA,public,【#ホロライブEXPO会議】みんなでhololive SUPER EXPO 2023について考えよう！,2022-11-01T12:36:40Z,PT1H26M33S,"['hololive', 'ホロライブ', 'VTuber', 'バーチャルYouTuber', 'VR', 'さくらみこ', '大神ミオ', '鷹嶺ルイ', '友人A', 'SUPER EXPO', 'エキスポ']",159733,10288,53,[],2022-11-01T10:59:37Z,2022-11-01T12:26:40Z,2022-11-01T11:00:00Z,[]
-OLSTI7JFhk,public,【ホロのこしかけ 17】お菓子か残業か🎃 /10月NEWSまとめ【友人A・A-chan】hololive FM,2022-10-31T14:30:46Z,PT1H11M37S,"['ホロライブ', 'ホロのこしかけ', '友人A', 'えーちゃん', 'ハロウィン', '春先のどか', 'ホロライブ公式', 'hololive', 'hololive FM']",65739,5366,26,['https://en.wikipedia.org/wiki/Video_game_culture'],2022-10-31T13:13:43Z,2022-10-31T14:25:20Z,2022-10-31T13:15:00Z,[]
BxGTbKuOVQw,public,【ハロウィン】ギロチンの悪夢再び！【#ギロチンクイズ】,2022-10-31T10:00:10Z,PT19M49S,"['hololive', 'ホロライブ', 'VTuber', 'バーチャルYouTuber', 'VR', '宝鐘マリン', '兎田ぺこら', '姫森ルーナ', '沙花叉クロヱ', 'holoX', 'ギロチン', 'クイズ', 'ホラー', '恐怖', 'ジョーカー', 'JOKER', '人狼', 'ハロウィン']",623406,22698,624,"['https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Film']",2022-10-31T10:00:10Z,2022-10-31T10:21:54Z,2022-10-31T10:00:00Z,['en']
SYkJ9U6NCOo,public,【アニメ】五等分の鷹嶺ルイ,2022-10-30T09:00:30Z,PT1M7S,[],1823306,87615,2767,"['https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Film']",,,,"['en', 'id', 'es']"
xXigk3uL57Y,public,【重大発表あり】ホロのご機嫌うるわしゅう#26【ホロライブ公式】,2022-10-29T10:00:40Z,PT34M58S,"['hololive', 'ホロライブ', 'VTuber', 'バーチャルYouTuber', 'VR', '小鳥遊キアラ', 'パヴォリア・レイネ', 'IRyS', 'アイリス']",119717,7631,209,[],,,,['en']
livuEMbFr1g,public,【喰うか喰われるか】10回クイズに釣られるな！【#ホロ釣り堀】,2022-10-27T11:00:07Z,PT8M40S,"['hololive', 'ホロライブ', 'VTuber', 'バーチャルYouTuber', 'VR', 'アキ・ローゼンタール', 'アキロゼ', '白上フブキ', '風真いろは', '釣り堀', '釣り', '10回クイズ', '引っかけ']",204463,9561,279,"['https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Film']",2022-10-27T11:00:07Z,2022-10-27T11:10:45Z,2022-10-27T11:00:00Z,['en']
mMAALOCl3yM,public,【EN編】ミスると番組終了！10秒プレッシャーサバイバル【一発ギャグもあるよ】,2022-10-24T11:00:08Z,PT9M17S,"['hololive', 'ホロライブ', 'VTuber', 'バーチャルYouTuber', 'VR', '天音かなた', '小鳥遊キアラ', '一伊那尓栖', 'IRyS', 'kiara', 'ina', '10秒', 'しりとり', '漢字', '算数', 'これなんだ', 'プレッシャー', '時間制限', '一発ギャグ', 'ダジャレ']",281151,20027,642,['https://en.wikipedia.org/wiki/Video_game_culture'],2022-10-24T11:00:08Z,2022-10-24T11:11:23Z,2022-10-24T11:00:00Z,['en']
PshZOi3VsJU,public,【作業音/睡眠導入】癒しの音楽でリラックス【 #holoscape 】,2022-10-23T11:00:14Z,PT1H57S,[],286468,12991,463,"['https://en.wikipedia.org/wiki/Electronic_music', 'https://en.wikipedia.org/wiki/Music']",,,,['en']
fQ5hbR4H4wg,public,【アニメ】助けて！暴走腹筋ローラーの逆襲,2022-10-23T09:00:19Z,PT1M4S,[],1514599,69901,2334,"['https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Film']",,,,"['id', 'en', 'es']"
iYjgtnlEllM,public,【閲覧注意⁉】鬼才現る！絵画に込められたタイトルを探れ【#ホロ美術大学】,2022-10-17T10:00:14Z,PT11M15S,"['hololive', 'ホロライブ', 'VTuber', 'バーチャルYouTuber', 'VR', 'アキ・ローゼンタール', '常闇トワ', '風真いろは', 'クレイジー・オリー', 'こぼ・かなえる', 'ベスティア・ゼータ', '美術大学', '芸術大学', '絵画', 'イラスト', 'ホロライブID', 'Kureiji Ollie', 'Kobo Kanaeru', 'Vestia Zeta', 'Aki Rosenthal', 'Tokoyami Towa', 'Kazama Iroha']",217557,11469,322,[],2022-10-17T10:00:14Z,2022-10-17T10:13:20Z,2022-10-17T10:00:00Z,['en']
kvvV5iBtuFk,public,【アニメ】お月見に欠かせないモチ！,2022-10-16T09:00:20Z,PT1M25S,[],1091034,51016,1473,"['https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Film']",,,,"['id', 'en', 'es']"
pcIExFW-Opg,public,【情報を食う】解答を１番マシマシできた人が正解！新感覚G系クイズ【#マシマシアンサー】,2022-10-13T11:00:12Z,PT18M52S,"['hololive', 'ホロライブ', 'VTuber', 'バーチャルYouTuber', 'VR', '夜空メル', '博衣こより', 'アキ・ローゼンタール', 'アキロゼ', '鷹嶺ルイ', 'holoX', '二郎', 'マシマシ', '一郎', 'ラーメン', '宝鐘マリン', '裏情報', 'リーク', '暴露', 'クイズ']",271228,11451,228,"['https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Film']",2022-10-13T11:00:12Z,2022-10-13T11:20:58Z,2022-10-13T11:00:00Z,['en']
bUO9J7LvT1o,public,【クリア耐久】アプデ版もやらされることになりました【#hololiveERROR /ENDURANCE】,2022-10-13T04:24:36Z,PT1H16M46S,"['ERROR', 'hololiveERROR', 'ホロライブエラー', 'ホラー実況', 'エラー実況', 'ホロライブ公式', '友人A', 'えーちゃん', '春先のどか', 'のどか', 'ホラーゲーム']",159379,11718,72,"['https://en.wikipedia.org/wiki/Action-adventure_game', 'https://en.wikipedia.org/wiki/Video_game_culture']",2022-10-13T03:00:18Z,2022-10-13T04:17:09Z,2022-10-13T03:00:00Z,[]
vAJxlMrePDg,public,【マニアック】紅葉に隠れたホロメンは誰だ！【#ホロ紅葉狩り】,2022-10-10T10:00:15Z,PT6M43S,"['hololive', 'ホロライブ', 'VTuber', 'バーチャルYouTuber', 'VR', 'アキロゼ', 'アキ・ローゼンタール', '夏色まつり', 'Aki Rosenthal', 'Natsuiro Matsuri', '紅葉', '落ち葉', '秋', '紅葉狩り']",159060,9151,230,[],2022-10-10T10:00:15Z,2022-10-10T10:08:48Z,2022-10-10T10:00:00Z,['en']
79FenFDB_bI,public,【アニメ】バットで殴って天使にしちゃうゾ！,2022-10-09T09:00:04Z,PT1M32S,[],1408967,60737,1891,"['https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Film']",,,,"['id', 'en', 'es']"
3Olq5EtM7zg,public,【食べ放題】理不尽をノリと勢いで乗り切るクイズ【 #ホロ果樹園 】,2022-10-06T10:30:14Z,PT5M36S,"['hololive', 'ホロライブ', 'VTuber', 'バーチャルYouTuber', 'VR', '白上フブキ', '夜空メル', '博衣こより', '果樹園', '収穫祭', 'りんご', 'ぶどう', 'シャインマスカット', 'みかん', 'オレンジ', '理不尽']",159990,8672,192,"['https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Film']",2022-10-06T10:30:14Z,2022-10-06T10:37:41Z,2022-10-06T10:30:00Z,['en']
pjc28WlA3qQ,public,【呑んでます】飯テロなるか？アキロゼ・ラミィの極上おつまみレシピ【#クッキングテスト】,2022-10-03T10:00:13Z,PT16M19S,"['クッキング', '料理', 'テスト', 'ハンバーグ', 'からあげ', 'コロッケ', 'クッキングテスト', 'キャベツ', '野菜', 'レシピ', 'hololive', 'ホロライブ', 'VTuber', 'バーチャルYouTuber', 'VR', '角巻わため', 'ラプラス・ダークネス', 'holoX', 'おつまみ', 'ビール', '麻婆豆腐', 'もつ煮', '酢豚', '実食']",848897,27957,1077,"['https://en.wikipedia.org/wiki/Food', 'https://en.wikipedia.org/wiki/Lifestyle_(sociology)']",2022-10-03T10:00:13Z,2022-10-03T10:18:24Z,2022-10-03T10:00:00Z,['en']
1u_vxV0Gq4w,public,【アニメ】赤井はあとをholoXに入れておくれ！,2022-10-02T09:00:01Z,PT1M33S,[],1110215,51697,1961,"['https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Film']",,,,"['en', 'es', 'id']"
oRKMDgf6ac8,public,【ホロのこしかけ 16】5周年！あなたのホロはどこから？/9月NEWSまとめ【友人A・A-chan】hololive FM,2022-09-29T14:40:01Z,PT1H16M50S,[],85951,6656,31,['https://en.wikipedia.org/wiki/Video_game_culture'],2022-09-29T13:14:27Z,2022-09-29T14:31:16Z,2022-09-29T13:15:00Z,[]
NABQ5qE8Lkk,public,【心理戦】 #ホロスパイアカデミー 卒業試験【NGワードゲーム 】,2022-09-29T11:00:15Z,PT14M25S,"['hololive', 'ホロライブ', 'VTuber', 'バーチャルYouTuber', 'VR', '夜空メル', 'Yozora Mel', '尾丸ポルカ', 'Omaru Polka', '沙花叉クロヱ', 'Sakamata Chloe', '友人A', 'スパイ', 'SPY', '卒業試験', 'NGワード', '裏ミッション']",168340,8982,183,"['https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Film']",2022-09-29T11:00:15Z,2022-09-29T11:16:31Z,2022-09-29T11:00:00Z,['en']
aG4OaVW-f1Y,public,【快感の音色】響け！聖なるリコーダー【 褒めて伸ばすタイプ 】,2022-09-26T10:00:13Z,PT8M10S,"['hololive', 'ホロライブ', 'VTuber', 'バーチャルYouTuber', 'VR', '夜空メル', 'Yozora Mel', '白上フブキ', 'Shirakami Fubuki', '博衣こより', 'Hakui Koyori', 'ちぎり', '契り', 'エデン', '天国', '精霊', 'リコーダー', '笛', '褒め']",174019,9837,163,"['https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Film']",2022-09-26T10:00:13Z,2022-09-26T10:10:16Z,2022-09-26T10:00:00Z,['en']
RSi00fM6ryg,public,【アニメ】天音かなたはきのこ派,2022-09-25T09:00:12Z,PT1M15S,[],991925,54212,1768,[],,,,"['id', 'en', 'es']"
6rtll70C28I,public,【最先端トレンド】倍速視聴に対応する方法▶▶【 #倍速マスター 】,2022-09-19T10:00:13Z,PT11M20S,"['倍速', 'マスター', '2倍速', '二倍速', '早送り', '倍速視聴', 'hololive', 'ホロライブ', 'VTuber', 'バーチャルYouTuber', 'VR', '夜空メル', 'Yozora Mel', '尾丸ポルカ', 'Omaru Polka', '沙花叉クロヱ', 'Sakamata Chloe', '友人A', 'えーちゃん']",288630,13252,318,"['https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Film']",2022-09-19T10:00:13Z,2022-09-19T10:13:25Z,2022-09-19T10:00:00Z,['en']
QWlxvSWIt7w,public,【アニメ】今日から野菜生活！,2022-09-18T09:00:12Z,PT1M33S,[],2043224,83303,2980,"['https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Film']",,,,"['es', 'id', 'en']"
Eq276JK6C40,public,【ムダ？】アレってこう使うのか！【ムダじゃない？】,2022-09-15T11:00:14Z,PT9M20S,"['hololive', 'ホロライブ', 'VTuber', 'バーチャルYouTuber', 'VR', 'ムダ', '無駄', 'ジョジョ', '使い方', 'How to', '今日も一日おつたーる', 'アキ・ローゼンタール', 'アキロゼ', '夏色まつり', 'Natsuiro Matsuri', 'Aki Rosenthal']",217415,10812,323,"['https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Film']",2022-09-15T11:00:14Z,2022-09-15T11:11:25Z,2022-09-15T11:00:00Z,['en']
Br9nroc5Fv0,public,2022.09.16 / 202 Accepted,2022-09-14T11:00:07Z,PT1M21S,"['hololiveERROR', 'ホロライブエラー', 'hololive', 'ホロライブ', 'VTuber', 'バーチャルYouTuber', 'VR', 'ホラー', 'ホラーゲーム']",189616,13237,455,"['https://en.wikipedia.org/wiki/Action-adventure_game', 'https://en.wikipedia.org/wiki/Video_game_culture']",,,,['en']
0wkxMGdtsJM,public,【神企画】飯テロなるか！？わためシェフ・ラプラスシェフの極上レシピ【#クッキングテスト】,2022-09-12T10:00:17Z,PT17M2S,"['クッキング', '料理', 'テスト', 'ハンバーグ', 'からあげ', 'コロッケ', 'クッキングテスト', 'キャベツ', '野菜', 'レシピ', 'hololive', 'ホロライブ', 'VTuber', 'バーチャルYouTuber', 'VR', '角巻わため', 'ラプラス・ダークネス', 'holoX']",876268,33571,1316,"['https://en.wikipedia.org/wiki/Food', 'https://en.wikipedia.org/wiki/Lifestyle_(sociology)']",2022-09-12T10:00:17Z,2022-09-12T10:19:06Z,2022-09-12T10:00:00Z,['en']
PQ3--0NvUa8,public,【アニメ】PSO2 ニュージェネシスの世界で大暴れ！うおおおお！,2022-09-11T09:00:17Z,PT2M51S,[],825960,56821,2163,"['https://en.wikipedia.org/wiki/Action_game', 'https://en.wikipedia.org/wiki/Role-playing_video_game', 'https://en.wikipedia.org/wiki/Video_game_culture']",,,,"['en', 'id', 'es']"
YDGTXBpUPWQ,public,【#帰ってきたカレーメシサマー】夏はやっぱりカレーメシ！！Animelo Summer Live2022【SPECIAL OPENING ACT】,2022-09-09T07:03:11Z,PT16M21S,"['hololive', 'ホロライブ', 'VTuber', 'バーチャルYouTuber', 'VR', 'カレーメシ', 'ライブ', 'アニサマ', 'anisama', 'スパイスラブ', '大空スバル', '湊あくあ', '兎田ぺこら']",325413,20864,782,"['https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Music_of_Asia']",,,,[]
x29PMBw1JwI,public,【ホロJP×ホロIDお月見】月といえばムーナでしょ！語尾はムナでお届けするムナ【 #お月見ムーナ】,2022-09-08T11:00:14Z,PT17M28S,"['hololive', 'ホロライブ', 'VTuber', 'バーチャルYouTuber', 'VR', 'お月見', 'インドネシア', '料理', 'ID', 'indonesia', 'アンケート', 'ムナ', '夜空メル', '鷹嶺ルイ', 'ムーナ', 'ムーナ・ホシノヴァ', '博衣こより', 'クレイジー・オリー', 'koyori', 'mel', 'lui', 'ollie', 'moona']",253950,18849,468,"['https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Film']",2022-09-08T11:00:14Z,2022-09-08T11:19:33Z,2022-09-08T11:00:00Z,['en']
aVSEJ_Qs2Gk,public,【YAGOOと歴史を振り返る！】ホロライブプロダクション5周年記念特番『ときのかけはし』【#ホロライブプロ5周年】,2022-09-07T14:00:33Z,PT1H53M35S,[],1018864,63088,775,"['https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Film', 'https://en.wikipedia.org/wiki/Television_program']",2022-09-07T11:58:27Z,2022-09-07T13:52:32Z,2022-09-07T12:00:00Z,['en']
lM3XrttKthw,public,【師弟愛】継承されしセクシー奥義！新世代が激突【Oh! SEXY!!】,2022-09-05T10:00:13Z,PT9M53S,"['hololive', 'ホロライブ', 'VTuber', 'バーチャルYouTuber', 'VR', '夜空メル', 'Yozora Mel', '癒月ちょこ', 'Yuzuki Choco', '鷹嶺ルイ', 'Takane Lui', '森カリオペ', 'Mori Calliope', 'セクシー', '代理', 'バトル', 'あいさつ', '喜怒哀楽', 'しりとり']",239198,17641,589,"['https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Film']",2022-09-05T10:00:13Z,2022-09-05T10:11:59Z,2022-09-05T10:00:00Z,['en']
iKh8QaAJHcw,public,【アニメ】最強のワルは誰だ！？悪役王選手権！,2022-09-04T09:00:30Z,PT1M13S,[],1223678,54709,1004,"['https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Film']",,,,"['es', 'id', 'en']"
